Brand,Product,Gender,Product_Type,Price,Sold,Available,Revenue_Potential,Demand_Score,Price_Category,Market_Segment,Sales_Performance,Brand_Popularity,Country,Inventory_Status,Stock_Turnover,Revenue_Rank
Paco Rabanne,Paco Rabanne 1 Million 3.4 oz Men's EDT Bold Signature Scent New,Men,EDT,49.99,21.0,5.0,1049.79,29.697,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Afnan,Supremacy Not Only Intense by Afnan 3.4 oz EDP Cologne for Men New In Box,Men,EDP,37.89,1242.0,0.0,47059.38,880.7669999999999,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 10%
Paco Rabanne,Invictus Victory Elixir by Paco Rabanne 3.4oz Parfum Intense NEW TESTER NO BOX,Men,Parfum,86.99,28.0,12.0,2435.72,45.696999999999996,Luxury,Luxury,Medium Seller,High,United States,Medium Stock,Moderate,Others
Armaf,Club de Nuit by Armaf perfume for women EDP 6.8 oz New in Box,Women,EDP,36.59,931.0,175.0,34065.29,662.6769999999999,Mid-Range,Premium,High Seller,High,United States,High Stock,Fast,Top 25%
dossier,Dossier Floral Honeysuckle Eau de Parfum Spray 1.7 Oz EDP Perfume NEW No Box,Women,EDP,22.99,39.0,9.0,896.6099999999999,34.196999999999996,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Mirage Brands,Parfum Azure Noir Intense Men's Cologne 3.4 Oz EDT Perfume Long Lasting,Men,EDT,13.68,105.0,10.0,1436.3999999999999,77.604,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Paco Rabanne,1 Million by Paco Rabanne 3.4 Fl oz / 100 ml PARFUM Spray Men's New & Sealed,Men,Parfum,68.99,20.0,2.0,1379.8,34.697,Mid-Range,Premium,Medium Seller,High,United States,Low Stock,Fast,Others
Donna Karan,BE DELICIOUS Perfume DKNY Donna Karan 1.0 Oz 30 ml EDP Spray Women Without Box,Women,EDP,24.99,370.0,10.0,9246.3,266.497,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Narciso Rodriguez,Narciso Rodriguez Narciso Poudree 90ml/3.0 fl oz Regular Size New with box,Women,Unknown,63.0,4.0,0.0,252.0,21.7,Mid-Range,Premium,Low Seller,Medium,United States,Low Stock,Fast,Others
Jessica Simpson,Fancy by Jessica Simpson 3.3 / 3.4 oz edp perfume women NEW in Retail Box,Women,EDP,26.15,1386.0,52.0,36243.9,978.045,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Ariana Grande,"NEW Ariana Grande 4 Piece  Body Spray Coffret, 1.7 Ounce. FREE SHIPPING",Women,Unknown,17.99,17.0,5.0,305.83,17.296999999999997,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Moderate,Others
Prada,"Prada Luna Rossa Carbon by Prada, 3.4 oz EDT Spray for Men",Men,EDT,76.65,30.0,10.0,2299.5,43.995000000000005,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Roja,Scandal by Roja Parfums 3.4 oz Eau De Parfum Cologne Spray for Men New in Box,Men,Parfum,109.99,26.0,8.0,2859.74,51.197,Luxury,Luxury,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Dolce&Gabbana,The One by Dolce & Gabbana D&G Cologne for Men 3.3 / 3.4 oz Brand New In Box,Men,Cologne,53.45,3787.0,0.0,202415.15000000002,2666.9349999999995,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
Dolce&Gabbana,Dolce & Gabbana Light Blue Men 4.2 oz Eau De Toilette Spray Brand New Sealed!!,Men,Eau De Toilette,28.5,566.0,6.0,16131.0,404.75,Budget,Mass Market,High Seller,High,United States,Medium Stock,Fast,Top 25%
HUGO BOSS,Deep Red by Hugo Boss Perfume for women 3.0 oz edp New in Box,Women,EDP,27.26,4977.0,32.0,135673.02000000002,3492.0779999999995,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Giorgio² Armani,My Way by Giorgio Armani 3oz 90ml EDP Perfume for Women New In Box,Women,EDP,42.99,243.0,5.0,10446.57,182.99699999999999,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Top 25%
Avon,Avon Far Away Infinity Eau de Parfum 1.7 fl. oz.  NIB/Free Travel Spray,Women,Parfum,13.89,157.0,10.0,2180.73,114.067,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Others
Juicy Couture,VIVA LA JUICY by Juicy Couture perfume for women EDP 3.3 / 3.4 oz New Tester,Women,EDP,29.55,886.0,408.0,26181.3,629.0649999999999,Budget,Mass Market,High Seller,Medium,United States,High Stock,Moderate,Top 25%
Ariana Grande,Ariana Grande God Is A Woman Eau De Parfum,Women,Parfum,15.99,35.0,9.0,559.65,29.297,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Versace,VERSACE CRYSTAL NOIR by Gianni Versace for women EDT 3.0 oz New in Box,Women,EDT,46.44,2838.0,0.0,131796.72,2000.532,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 10%
love luxe beauty,Kuromi  Perfume,Women,Unknown,15.0,1.0,4.0,15.0,5.2,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Slow,Others
Classic Erotica,Pure Instinct Pheromone Oil For Her .5oz,Women,Unknown,13.12,96.0,10.0,1259.52,71.13599999999998,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Fast,Others
Lancôme,La Vie Est Belle By Lancome 3.4 Fl oz Spray Eau De Parfum Women's New & Sealed,Women,Parfum,41.49,61.0,0.0,2530.8900000000003,55.147,Mid-Range,Premium,Medium Seller,High,United States,Low Stock,Fast,Others
Givenchy,Givenchy Irresistible Rose Velvet 2.7 oz. Eau De Parfum Spray New in Sealed Box,Women,Parfum,43.99,24.0,10.0,1055.76,29.997,Mid-Range,Premium,Medium Seller,Medium,Taiwan,Medium Stock,Moderate,Others
Givenchy,PI by Givenchy cologne for men EDT 3.3 / 3.4 oz New Tester,Men,EDT,34.72,627.0,71.0,21769.44,449.316,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Fast,Top 25%
SECERTMU,New 2024 Sexy Cologne Cupid Hypnosis Long Lasting Pheromone Perfume for Men US !,Men,Cologne,7.96,38.0,10.0,302.48,28.988,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Tom Ford,Tom Ford Black Orchid Eau De Parfum Sample Size Spray .05 FL. OZ 1.5ml VIAL VOC,Women,Parfum,11.49,64.0,10.0,735.36,48.247,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Fast,Others
Valentino,Valentino Uomo Born In Roma Coral Fantasy 3.4 oz EDT Cologne New In Box,Men,EDT,79.99,316.0,10.0,25276.84,245.19699999999997,Mid-Range,Premium,High Seller,Medium,Hong Kong,Medium Stock,Fast,Top 25%
ALFRED SUNG,Sung Perfume by Alfred Sung for Women 3.3 / 3.4 oz EDT New in Box,Women,EDT,22.25,2048.0,51.0,45568.0,1440.2749999999999,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Cologne,10 Men's Cologne Sample vials with Organza Bag Travel Size,Men,Cologne,25.46,410.0,10.0,10438.6,294.638,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
Coach,Coach Dreams Sunset EDP 7.5ML Mini with Pouch,Women,EDP,16.95,15.0,10.0,254.25,15.585,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Paco Rabanne,1 Million Paco Rabanne Men 3.4 oz EDT Spray *FAST SHIPPING*,Men,EDT,49.96,19.0,6.0,949.24,28.287999999999997,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Moderate,Others
Chopard,Casmir by Chopard for Women - 3.4 oz EDP Spray,Women,EDP,31.23,101.0,50.0,3154.23,80.06899999999999,Mid-Range,Premium,High Seller,Low,United States,High Stock,Slow,Others
Paco Rabanne,Invictus by Paco Rabanne 6.8 oz. Eau de Toilette Spray for Men. New. NO BOX,Men,Eau De Toilette,64.99,313.0,10.0,20341.87,238.59699999999998,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 25%
Estée Lauder,Youth Dew by Estee Lauder EDP Spray 2.25 oz (w),Women,EDP,22.55,15.0,3.0,338.25,17.265,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Moderate,Others
Al Haramain,L'aventure Knight by Al Haramain cologne for men EDP 3.3 / 3.4 oz New in Box,Men,EDP,30.93,998.0,65.0,30868.14,707.8789999999999,Mid-Range,Premium,High Seller,Low,United States,High Stock,Fast,Top 25%
Estée Lauder,"Estee Lauder Cinnabar Eau De Parfum Spray, 1.7 oz / 50 ml Perfume, NWOB",Women,Parfum,54.99,17.0,10.0,934.83,28.397,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Mont Blanc,LEGEND NIGHT by Mont Blanc cologne men EDP 3.3 / 3.4 oz New in Box,Men,EDP,35.62,454.0,47.0,16171.48,328.48599999999993,Mid-Range,Premium,High Seller,Low,United States,High Stock,Fast,Top 25%
Victoria's Secret,VICTORIA'S SECRET Bombshell Seduction Fine Fragrance Mist 8.4 fl oz - NEW,Women,Unknown,18.5,23.0,6.0,425.5,21.65,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Lancôme,Tresor Midnight Rose by Lancome 2.5 oz. L'Eau de Parfum Spray for Women. New Box,Women,Parfum,44.99,12.0,10.0,539.88,21.897,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Carolina Herrera,CH MEN SPORT Carolina Herrera cologne edt 3.4 oz 3.3 NEW TESTER,Men,EDT,32.13,85.0,47.0,2731.05,69.139,Mid-Range,Premium,Medium Seller,High,United States,High Stock,Slow,Others
CHANEL,Chanel Bleu De Chanel Parfum (0.05 Oz / 1.5 ML) Sample Spray *New/Carded*,Men,Parfum,11.5,12.0,2.0,138.0,11.849999999999998,Budget,Mass Market,Low Seller,Medium,United States,Low Stock,Moderate,Others
Ralph Lauren,New & Sealed! Polo Black by Ralph Lauren 2.5 oz Cologne for Men 7D,Men,Cologne,22.5,2.0,10.0,45.0,8.15,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
Giorgio Armani,Giorgio Armani My Way Parfum For Women 15ML/0.5fl.oz. New In Box & Sealed,Women,Parfum,21.95,8.0,10.0,175.6,12.184999999999999,Budget,Mass Market,Low Seller,High,United States,Medium Stock,Slow,Others
AS SHOWN,J'adore Eau De Parfum EDP 3.4oz/100ML Spray For Women Authentic Boxed Sealed,Women,EDP,49.99,4.0,10.0,199.96,17.797,Mid-Range,Premium,Low Seller,Medium,Hong Kong,Medium Stock,Slow,Others
Burberry,Burberry Her Blossom by Burberry 3.3 oz EDP Perfume for Women New in Box,Women,EDP,53.99,10.0,2.0,539.9,23.197,Mid-Range,Premium,Low Seller,High,Taiwan,Low Stock,Moderate,Others
Versace,VERSACE WOMAN by Gianni Versace Perfume for Women EDP 3.4 oz New in Box SEALED,Women,EDP,33.38,2715.0,76.0,90626.70000000001,1910.5139999999997,Mid-Range,Premium,High Seller,High,United States,High Stock,Fast,Top 10%
Armaf,Odyssey Mandarin Sky Limited Edition EDP Perfume By Armaf 100ML🥇Top Fragrance🥇,Men,EDP,45.0,150.0,10.0,6750.0,118.5,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Others
Yves Saint Laurent,New Yves Saint Laurent Libre Eau De Parfum EDP Spray for Women 3.0 fl oz/90 ml！,Women,EDP,49.99,15.0,5.0,749.85,25.497,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Moderate,Others
Heaven Scents,Taj Perfume 100 ML by Heaven Scents Arabian Fragrance made in Dubai  Perfuma,Men,Unknown,139.99,46.0,4.0,6439.540000000001,74.197,Luxury,Luxury,Medium Seller,Low,United States,Low Stock,Fast,Others
Carolina Herrera,GOOD GIRL CAROLINA HERRERA 2.7 OZ / 80 ML EDP NEW FACTORY SEALED FREE SHIPPING,Women,EDP,41.99,369.0,4.0,15494.310000000001,270.897,Mid-Range,Premium,High Seller,High,United States,Low Stock,Fast,Top 25%
English Laundry,"Oxford Bleu by English Laundry, 3.4 oz EDP Spray for Men",Men,EDP,36.67,169.0,10.0,6197.2300000000005,129.301,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Others
DKNY,Be Extra Delicious By DKNY 0.24oz EDP Women's Perfume Travel Size,Women,EDP,14.95,5.0,19.0,74.75,7.984999999999999,Budget,Mass Market,Low Seller,Low,United States,High Stock,Slow,Others
Dossier,Dossier MUSKY MUSK Eau de Parfum 1.7 Fl oz / 50 mL Perfume NEW IN BOX,Women,Parfum,20.0,0.0,10.0,0.0,6.0,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Justin Bieber,The Key by Justin Bieber 3.4 oz / 100 ml Edp spy perfume for women femme vintage,Women,EDP,76.5,2.0,10.0,153.0,24.349999999999998,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Lancome,Poeme by Lancome 3.4 oz./ 100 ml. L'eau de Parfum Spray for Women in Sealed Box,Women,Parfum,86.99,1385.0,10.0,120481.15,995.5969999999999,Luxury,Luxury,High Seller,Low,United States,Medium Stock,Fast,Top 10%
Bentley,Bentley Intense by Bentley 3.4 oz EDP Cologne for Men New In Box,Men,EDP,29.12,5145.0,0.0,149822.4,3610.2359999999994,Budget,Mass Market,High Seller,Low,United States,Low Stock,Fast,Top 10%
Victoria's Secret,Victoria's Secret Very Sexy Women's EDP 3.4 oz 100 ml Spray New Sealed,Women,EDP,30.99,130.0,6.0,4028.7,100.297,Mid-Range,Premium,High Seller,Medium,United States,Medium Stock,Fast,Others
Jean Paul Gaultier,Jean Paul Gaultier Le Beau Le Parfum Eau De Parfum Intense 4.2 oz 125 ml Cologne,Men,Parfum,169.0,0.0,0.0,0.0,50.699999999999996,Luxury,Luxury,Low Seller,Medium,United States,Low Stock,Fast,Others
AS SHOWN,NEW WITH BOX For Her Eau De Toilette Narciso_Rodriguez EDT Spray 3.3 Oz Sealed,Women,EDT,43.82,20.0,5.0,876.4,27.146,Mid-Range,Premium,Medium Seller,Medium,China,Medium Stock,Moderate,Others
Dolce & Gabbana,Light Blue by Dolce & Gabbana D&G 3.3 / 3.4 oz EDT Perfume for Women New In Box,Women,EDT,43.3,4845.0,0.0,209788.5,3404.49,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 10%
Aramis,Aramis EDT 3.7 oz Cologne for Men,Men,EDT,19.99,8.0,3.0,159.92,11.596999999999998,Budget,Mass Market,Low Seller,Low,United States,Low Stock,Slow,Others
Yves Saint Laurent,Y By Yves Saint Laurent LE PARFUM for Men 3.3 oz / 100 ml *NEW IN BOX*,Men,Parfum,94.99,581.0,10.0,55189.189999999995,435.197,Luxury,Luxury,High Seller,High,United States,Medium Stock,Fast,Top 10%
Thierry Mugler,Alien Musc Mysterieux by Thierry Mugler for Women 0.05 oz Eau Parfum Vial Spray,Women,Parfum,6.99,170.0,500.0,1188.3,121.09699999999998,Budget,Mass Market,High Seller,Medium,United States,High Stock,Slow,Others
Montblanc,Montblanc - Signature Eau De Parfum Spray  90ml/3oz,Women,Parfum,39.47,99.0,0.0,3907.5299999999997,81.14099999999999,Mid-Range,Premium,Medium Seller,Low,United States,Low Stock,Fast,Others
Clinique,"Clinique Calyx Exhilerating Fragrance Eau de Parfum Spray 1.7oz 50ml, New In Box",Women,Parfum,42.0,11.0,0.0,462.0,20.299999999999997,Mid-Range,Premium,Low Seller,Medium,United States,Low Stock,Fast,Others
Dolce & Gabbana,D & G THE ONE Dolce & Gabbana Perfume 2.5 oz edp BRAND NEW tester WITH CAP,Women,EDP,43.33,280.0,23.0,12132.4,208.999,Mid-Range,Premium,High Seller,Medium,United States,High Stock,Fast,Top 25%
Viktor & Rolf,VIKTOR & ROLF FLOWERBOMB EAU DE PARFUM TRAVEL SIZE SPRAY VAIL 0.1FL.OZ/3ML,Women,Parfum,9.99,10.0,10.0,99.9,9.997,Budget,Mass Market,Low Seller,Medium,United States,Medium Stock,Slow,Others
Bvlgari,New Bvlgari Pour Homme Men's Eau De Toilette Spray 3.4 oz/ 100 ml,Men,Eau De Toilette,45.68,5.0,10.0,228.4,17.204,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
Five Star Fragrance,Light Blue 6.7 oz / 200mL Women's Eau De Toilette Spray Perfume Brand New Sealed,Women,Eau De Toilette,40.99,14.0,10.0,573.86,22.097,Mid-Range,Premium,Low Seller,Low,United States,Medium Stock,Slow,Others
Giorgio Armani,Giorgio Armani Acqua Di Gio 6.7oz  200ml Men's Eau de Toilette Spray Brand New,Men,Eau De Toilette,46.99,15.0,5.0,704.85,24.597,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Moderate,Others
Zara,ZARA Sunrise On The Red Sand Dunes (Mylene Alran) 3.4oz (100ml) EDP Spray SEALED,Men,EDP,48.97,30.0,4.0,1469.1,35.691,Mid-Range,Premium,Medium Seller,Low,Portugal,Low Stock,Fast,Others
Paco Rabanne,Invictus by Paco Rabanne 3.4 oz EDT Cologne for Men Brand New Tester,Men,EDT,45.99,2452.0,10.0,112767.48000000001,1730.197,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 10%
Mancera,Original MANCERA CEDRAT BOISE 4 oz (120 ml) EDP Spray NEW & SEALED,Men,EDP,69.97,30.0,8.0,2099.1,41.991,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
Gucci,Guilty Pour Homme Eau de Parfum / Gucci EDP Spray 3.0 oz (90 ml) (m),Men,EDP,74.25,16.0,3.0,1188.0,33.474999999999994,Mid-Range,Premium,Low Seller,Medium,United States,Low Stock,Moderate,Others
Dior,Eau Sauvage by Christian Dior cologne for men EDT 3.3 / 3.4 oz UNBOXED AS IMAGED,Men,EDT,67.99,28.0,5.0,1903.7199999999998,39.997,Mid-Range,Premium,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Giorgio Armani,Armani Acqua Di Gio Parfum Refillable for Men 4.2 Oz / 125ml,Men,Parfum,123.99,5.0,19.0,619.9499999999999,40.696999999999996,Luxury,Luxury,Low Seller,High,United States,High Stock,Slow,Others
As Picture Show,Carmina Eau De Parfume EDP 75ml 2.5 oz Perfume Spray For Women Gifts New In Box,Women,EDP,128.88,24.0,4.0,3093.12,55.46399999999999,Luxury,Luxury,Medium Seller,Low,Hong Kong,Low Stock,Moderate,Others
Calvin Klein,Escape by Calvin Klein EDP Perfume for Women 3.4 oz New In Box,Women,EDP,26.66,17854.0,0.0,475987.64,12505.797999999999,Budget,Mass Market,High Seller,High,United States,Low Stock,Fast,Top 10%
Estée Lauder,Pleasures by Estee Lauder 3.4 oz EDP Perfume for Women New In Box,Women,EDP,34.28,5901.0,0.0,202286.28,4140.9839999999995,Mid-Range,Premium,High Seller,Medium,United States,Low Stock,Fast,Top 10%
Dolce&Gabbana,The Only One by Dolce & Gabbana perfume for women EDP 3.3 / 3.4 oz New Tester,Women,EDP,50.22,380.0,8.0,19083.6,281.066,Mid-Range,Premium,High Seller,High,United States,Medium Stock,Fast,Top 25%
Dior,Dior SAUVAGE by Christian Dior EDT Men 100 ml 3.4 oz BRAND NEW & SEALED BOX,Men,EDT,84.99,51.0,10.0,4334.49,61.19699999999999,Luxury,Luxury,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
Assorted,"Women Designer Perfume Vials Samples Choose Scents, Combined Shipping & Discount",Women,Unknown,1.99,4912.0,10.0,9774.88,3438.997,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Top 25%
FC,PERFUME Cologne for MEN Long Lasting Fragrance 100ML 3.4 Oz PARFUM Best Gift,Men,Parfum,14.7,119.0,10.0,1749.3,87.71,Budget,Mass Market,High Seller,Low,United States,Medium Stock,Fast,Others
Bath & Body Works,Bath & Body Works Men's Collection TEAKWOOD Cologne Spray 3.4 FL Ounce,Men,Cologne,59.97,35.0,10.0,2098.95,42.491,Mid-Range,Premium,Medium Seller,Low,United States,Medium Stock,Moderate,Others
AS SHOWN,Eros Flame ByVERSACE Spray 3.4oz/100ml Fragrance Cologne For Men NIB,Men,Cologne,36.99,12.0,10.0,443.88,19.497,Mid-Range,Premium,Low Seller,Medium,China,Medium Stock,Slow,Others
Rasasi,Hawas by Rasasi 3.4oz EDP for Men NEW SEALED Box,Men,EDP,49.5,2.0,10.0,99.0,16.25,Mid-Range,Premium,Low Seller,Medium,United States,Medium Stock,Slow,Others
CHANEL,Coco Mademoiselle Eau De Parfum Perfume Sample Vial Travel 1.5 Ml/0.05 Oz by Par,Women,Parfum,18.76,229.0,4.0,4296.04,165.928,Budget,Mass Market,High Seller,Medium,United States,Low Stock,Fast,Others
Pacifica,Pacifica Tahitian Gardenia Perfume - Purse Travel Rollerball .33oz/10ml,Women,Unknown,14.9,56.0,10.0,834.4,43.669999999999995,Budget,Mass Market,Medium Seller,Low,United States,Medium Stock,Fast,Others
Perry Ellis,360 PURPLE Perry Ellis Women 3.4 oz 3.3 edp perfume spray NEW IN BOX,Women,EDP,25.47,1616.0,96.0,41159.52,1138.841,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 10%
Estee Lauder,"Sensuous by Estee Lauder, 1.7 oz EDP Spray for Women",Women,EDP,34.98,131.0,10.0,4582.379999999999,102.19399999999999,Mid-Range,Premium,High Seller,Low,United States,Medium Stock,Fast,Others
Versace,Versace Bright Crystal Women's EDT 6.7 oz Spray,Women,EDT,52.79,23.0,10.0,1214.17,31.936999999999998,Mid-Range,Premium,Medium Seller,High,United States,Medium Stock,Moderate,Others
Elizabeth Arden,5TH AVENUE NYC by Elizabeth Arden Perfume Women 4.2 oz edp NEW IN BOX,Women,EDP,16.82,263.0,38.0,4423.66,189.146,Budget,Mass Market,High Seller,Medium,United States,High Stock,Fast,Others
Jimmy Choo,ILLICIT FLOWER by Jimmy Choo for women EDT 3.3 / 3.4 oz New Tester,Women,EDT,25.23,909.0,8.0,22934.07,643.8689999999999,Budget,Mass Market,High Seller,Medium,United States,Medium Stock,Fast,Top 25%
J. Del Pozo,Halloween by Jesus Del Pozo for women EDT 3.3 /3.4 oz New Tester,Women,EDT,19.39,651.0,33.0,12622.890000000001,461.517,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
ysl,YSL Yves Saint Laurent Y Eau de Toilette Spray 3.3 oz/100ML EDT Mens Cologne New,Men,EDT,38.0,42.0,10.0,1596.0,40.8,Mid-Range,Premium,Medium Seller,Low,Hong Kong,Medium Stock,Moderate,Others
Yves Saint Laurent,KOUROS by Yves Saint Laurent 3.3 EDT Cologne MEN 3.4 oz YSL New in Box,Men,EDT,58.95,545.0,150.0,32127.75,399.185,Mid-Range,Premium,High Seller,High,United States,High Stock,Moderate,Top 25%
Carolina Herrera,Carolina Herrera Good Girl 2.7 oz Eau De Parfum Spray Women's New & Sealed,Women,Parfum,43.99,16.0,2.0,703.84,24.397,Mid-Range,Premium,Low Seller,High,United States,Low Stock,Fast,Others
Victoria's Secret,VICTORIA'S SECRET CRUSH FRAGRANCE BODY MIST SPRAY 8.4 FL OZ,Women,Unknown,24.95,54.0,10.0,1347.3,45.285,Budget,Mass Market,Medium Seller,Medium,United States,Medium Stock,Moderate,Others
ESCADA,Sorbetto Rosso by Escada for women EDT 3.3 / 3.4 oz New In Box,Women,EDT,29.26,392.0,23.0,11469.92,283.178,Budget,Mass Market,High Seller,Low,United States,High Stock,Fast,Top 25%
Yves Saint Laurent,Yves Saint Laurent Mon Paris Eau De Parfum 3 oz/90 ml for Women,Women,Parfum,36.68,5.0,10.0,183.4,14.504,Mid-Range,Premium,Low Seller,High,United States,Medium Stock,Slow,Others
Paco Rabanne,Paco Rabanne Invictus Legend 5.1 FL OZ / 150 ML EAU DE PARFUM SPRAY - RARE ITEM,Men,Parfum,140.0,2.0,0.0,280.0,43.4,Luxury,Luxury,Low Seller,High,United States,Low Stock,Fast,Others
